label	sentence	filename
0	"To enable this , you need to share your position on your browsers corresponding question "	www.idates.com
0	The legal basis of this processing activity is article 6 paragraph 1 a ) of the General Data Protection Regulation ( GDPR ) 	www.idates.com
8	You can disable the sharing of you position at any time by adapting your browser settings accordingly . 	www.idates.com
0	"We are using Google Maps , a service by Google LLC ( ? Google ) , Amphitheatre Parkway , Mountain View , CA 94043 , USA to auto-complete your search for a city as well as to localize your position , if you have agreed to this in your browser "	www.idates.com
0	"When this function is called , your IP address will be transferred to Google "	www.idates.com
0	"The IP address is a unique numeric address , by which the respective computer sends and fetches data via the internet "	www.idates.com
0	"For this , Googles data privacy policy applies , which can be accessed at -URL- "	www.idates.com
0	Our justified interest in using Google Maps is supporting our websites visitors in entering a desired city name ( The legal basis of this processing activity is article 6 paragraph 1 f ) of the General Data Protection Regulation ( GDPR ) ) as well as your constantly revocable consent to the localization serving the purpose to suggest users in your area ( The legal basis for this processing activity is article 6 paragraph 1 a ) of the General Data Protection Regulation ( GDPR ) ) . 	www.idates.com
0	"If you purchase coins , we will process the data provided by you to conclude and process the contract "	www.idates.com
0	"To the necessary extent , data will be transferred to service providers to invoice your purchase , or the data will be collected and processed by these service providers "	www.idates.com
0	"The PayPal data privacy policy , accessible via -URL- applies for all transactions made via PayPal "	www.idates.com
0	The legal basis for this processing activity is article 6 paragraph 1 b ) of the General Data Protection Regulation ( GDPR ) . 	www.idates.com
0	"We will also process these data in connection with your IP address to identify and prevent fraud attempts , on the basis of article 6 paragraph 1 f ) of the General Data Protection Regulation ( GDPR ) "	www.idates.com
0	"Thus , we are pursuing the aim to protect ourselves from fraudulent transactions . "	www.idates.com
0	Data stored in connection with the conclusion of a contract concerning the purchase of a product will be deleted on expiration of the legal retention obligation 	www.idates.com
0	"In cases in which legal record keeping requirements and retention obligations exist ( for example retention of invoices according to tax legislation ) , the legal basis for this processing activity is article 1 paragraph 1 c ) of the General Data Protection Regulation ( GDPR ) "	www.idates.com
2	We will delete or de-personalize the data as soon as they are no longer necessary for the processing of the respective contract and any legal retention obligation has ceased to exist . 	www.idates.com
0	"On your registration for our offer , we have informed you that we will make use of your e-mail address to send out our newsletter according to 7 paragraph 3 of the German Fair Trade Practices Act ( UWG ) "	www.idates.com
8	"You can object to this use at any time , which will result in you being deleted from our email list . "	www.idates.com
0	You will find a corresponding link at the end of each newsletter . 	www.idates.com
0	The legal basis of this processing activity is 7 paragraph 3 of the German Fair Trade Practices Act ( UWG ) in connection with article 6 paragraph 1 f ) of the General Data Protection Regulation ( GDPR ) 	www.idates.com
0	Our justified interest is to keep you informed about our services based on the permission according to 7 paragraph 3 of the German Fair Trade Practices Act ( UWG ) . 	www.idates.com
0	"For our newsletter we are making use of an external service provider , who is working for us as an order processor . "	www.idates.com
0	"For our websites operation we are using cookies comparable technologies ( local storage , pixel tags , tracking pixels and other identifiers ) to understand how visitors use our website and to store pre-settings users have made in their browsers "	www.idates.com
0	We also use these technologies to personalize our website for each user and to adapt our advertising measures . 	www.idates.com
0	"Cookies are small text files , which are stored on your computer through your browser when you visit our website "	www.idates.com
0	"If you re-access our website later , we will be able to read the cookies on your browser again "	www.idates.com
0	Cookies are stored for different periods of time 	www.idates.com
0	"You can adapt the settings in your browser , regarding to which cookies it is to accept , at any time , but this may result in our website not working properly "	www.idates.com
0	"Additionally , you can delete cookies independently at any time "	www.idates.com
0	"If you dont do this , we can indicate for how long a cookie is to be stored on your computer during the process of saving "	www.idates.com
0	There is a difference between so-called session cookies and permanent cookies 	www.idates.com
0	Session cookies will be deleted by your browser when you leave the website or when you quit the browser 	www.idates.com
0	Permanent cookies will remain stored for the period of time we have set in the process of saving . 	www.idates.com
0	We are using cookies for the purposes stated below : 	www.idates.com
0	"Technically necessary cookies , which are indispensable for the use of our websites functions ( for example to identify whether you have logged in ) "	www.idates.com
0	Certain functionalities could not be provided without these cookies . 	www.idates.com
0	"Functional cookies that are being used to technically process certain functionalities , which you would like to use . "	www.idates.com
0	Analyzing cookies serving the purpose of analyzing user behavior 	www.idates.com
0	For details please read the information under the heading Evaluations . 	www.idates.com
0	"Cookies of third party providers are stored by third parties , whose functionalities we are integrating into our website , in order to enable certain functionalities "	www.idates.com
0	They can also be used to analyze user behavior 	www.idates.com
0	For details please read the information under the heading Evaluations . 	www.idates.com
0	"Most of the browsers employed by our users permit their settings to be adapted , concerning which cookies are to be saved "	www.idates.com
0	They also permit to delete ( specific ) cookies 	www.idates.com
0	"If you are restricting cookies to be saved on specific websites , or if you are declining cookies from third party websites , you might not be able to make use of our website in its full extent "	www.idates.com
0	Below please find some information concerning how to adapt the cookie settings with the most frequently used browsers : 	www.idates.com
0	"This website is using Google Analytics , a service by Google LLC ( ? Google ) "	www.idates.com
0	The use is based on article article 6 paragraph 1 subparagraph 1 letter f ) of the General Data Protection Regulation ( GDPR ) 	www.idates.com
0	"Google Analytics is making use of so-called ? Cookies , which are small text files , which are stored on your computer , and which permit an analysis of your use of the website "	www.idates.com
0	"The information regarding your use of the website created by the cookie , such as "	www.idates.com
0	Referrer URL ( the website you have been visiting before ) 	www.idates.com
0	Hostname of the accessing computer ( IP address ) 	www.idates.com
0	will usually be transferred to one of Googles servers within the USA and stored there 	www.idates.com
0	The IP address transferred via your browser within the framework of Google Analytics will not be brought together with any other data by Google 	www.idates.com
0	The way we use Google Analytics ensures that your IP address will be used in a de-personalized way only 	www.idates.com
0	According to Googles statement this de-personalization will be done within the European Union or within a member state of the European Economic Area 	www.idates.com
0	It will only be in exceptional cases in which the complete IP address shall be transferred to one of Googles servers within the USA and only be abbreviated at that point 	www.idates.com
0	According to Googles statement the de-personalization will be done before the IP address will be stored initially on a permanent data medium 	www.idates.com
0	"On behalf of this websites operator Google will make use of these data to analyze the websites use , to create reports about the website activities and to perform other services related to the websites and the internets use for the websites provider "	www.idates.com
0	You can prevent the saving of cookies by adapting your browser software settings 	www.idates.com
0	We would like to point out that in this case you may not be able to make full use of all the functionalities of this website . 	www.idates.com
0	"Additionally , you can prevent the registration of data created by cookies and related to your use of the website ( including your IP address ) by Google as well as the processing of these data by Google by downloading and installing the browser plugin available via this link : -URL- "	www.idates.com
0	"As an alternative tot he browser add-on or within browsers on mobile devices , please click this link , to prevent the future registration by Google Analytics within this website ( the opt-out will only work within this browser and only for this domain ) "	www.idates.com
0	"In the process , an opt-out cookie will be stored on your device "	www.idates.com
0	"If you delete your cookies within your browser , you will have to click the link again "	www.idates.com
0	Google is a member of the PrivacyShield Agreement and has concluded an order management contract with us for Google Analytics . 	www.idates.com
0	"Additionally , we are using Google Analytics to evaluate date from double-click-cookies and AdWords for statistic purposes "	www.idates.com
0	"If you do not wish this to be done , you can deactivate it via the ads preferences manager ( -URL- "	www.idates.com
0	Please refer to Google Analytics Help for further information related to Google Analytics ( -URL- 	www.idates.com
0	"We are using the service Sentry ( Sentry , 1501 Mariposa St # 408 , San Francisco , CA 94107 , USA ) to improve our offers stability by monitoring the system dependability and identifying code errors "	www.idates.com
0	Sentry solely serves this purpose and does not analyze any data for advertisement purposes 	www.idates.com
0	"The users data , such as device data or time of error occurrence will be collected anonymously and not be used in any personalized way "	www.idates.com
0	"Also , the data will be deleted subsequently "	www.idates.com
0	We have advertisements displayed on other websites to win new customers 	www.idates.com
